old	new
pm0642_12_00_00_big.png	Thundurus-Therian.png
pm0643_00_00_00_big.png	Reshiram.png
pm0644_00_00_00_big.png	Zekrom.png
pm0645_11_00_00_big.png	Landorus.png
pm0645_12_00_00_big.png	Landorus-Therian.png
pm0646_11_00_00_big.png	Kyurem.png
pm0646_12_00_00_big.png	Kyurem-White.png
pm0646_13_00_00_big.png	Kyurem-Black.png
pm0647_11_00_00_big.png	Keldeo.png
pm0647_12_00_00_big.png	Keldeo-Resolute.png
pm0648_11_00_00_big.png	Meloetta.png
pm0648_12_00_00_big.png	Meloetta-Pirouette.png
pm0702_00_00_00_big.png	Phantump.png
pm0703_00_00_00_big.png	Trevenant.png
pm0704_00_00_00_big.png	Litleo.png
pm0705_00_00_00_big.png	Pyroar.png
pm0705_01_00_00_big.png	Pyroar-f.png
pm0706_00_00_00_big.png	Scatterbug.png
pm0707_00_00_00_big.png	Spewpa.png
pm0708_11_00_00_big.png	Vivillon-Icy-Snow.png
pm0708_12_00_00_big.png	Vivillon-Polar.png
pm0708_13_00_00_big.png	Vivillon-Tundra.png
pm0708_14_00_00_big.png	Vivillon-Continental.png
pm0708_15_00_00_big.png	Vivillon-Garden.png
pm0708_16_00_00_big.png	Vivillon-Elegant.png
pm0708_17_00_00_big.png	Vivillon.png
pm0708_18_00_00_big.png	Vivillon-Modern.png
pm0708_19_00_00_big.png	Vivillon-Marine.png
pm0708_20_00_00_big.png	Vivillon-Archipelago.png
pm0708_21_00_00_big.png	Vivillon-High-Plains.png
pm0708_22_00_00_big.png	Vivillon-Sandstorm.png
pm0708_23_00_00_big.png	Vivillon-River.png
pm0708_24_00_00_big.png	Vivillon-Monsoon.png
pm0708_25_00_00_big.png	Vivillon-Savanna.png
pm0708_26_00_00_big.png	Vivillon-Sun.png
pm0708_27_00_00_big.png	Vivillon-Ocean.png
pm0708_28_00_00_big.png	Vivillon-Jungle.png
pm0708_29_00_00_big.png	Vivillon-Fancy.png
pm0708_30_00_00_big.png	Vivillon-Pokeball.png
pm0709_00_00_00_big.png	Skrelp.png
pm0710_00_00_00_big.png	Dragalge.png
pm0713_11_00_00_big.png	Flabe-be.png
pm0713_12_00_00_big.png	Flabe-be-Yellow.png
pm0713_13_00_00_big.png	Flabe-be-Orange.png
pm0713_14_00_00_big.png	Flabe-be-Blue.png
pm0713_15_00_00_big.png	Flabe-be-White.png
pm0714_11_00_00_big.png	Floette.png
pm0714_12_00_00_big.png	Floette-Yellow.png
pm0714_13_00_00_big.png	Floette-Orange.png
pm0714_14_00_00_big.png	Floette-Blue.png
pm0714_15_00_00_big.png	Floette-White.png
pm0715_11_00_00_big.png	Florges.png
pm0715_12_00_00_big.png	Florges-Yellow.png
pm0715_13_00_00_big.png	Florges-Orange.png
pm0715_14_00_00_big.png	Florges-Blue.png
pm0715_15_00_00_big.png	Florges-White.png
pm0716_00_00_00_big.png	Noibat.png
pm0717_00_00_00_big.png	Fennekin.png
pm0718_00_00_00_big.png	Braixen.png
pm0719_00_00_00_big.png	Delphox.png
pm0720_00_00_00_big.png	Chespin.png
pm0721_00_00_00_big.png	Quilladin.png
pm0722_00_00_00_big.png	Chesnaught.png
pm0723_00_00_00_big.png	Froakie.png
pm0724_00_00_00_big.png	Frogadier.png
pm0725_11_00_00_big.png	Greninja.png
pm0726_00_00_00_big.png	Inkay.png
pm0727_00_00_00_big.png	Malamar.png
pm0728_00_00_00_big.png	Skiddo.png
pm0729_00_00_00_big.png	Gogoat.png
pm0733_00_00_00_big.png	Espurr.png
pm0734_00_00_00_big.png	Meowstic.png
pm0734_01_00_00_big.png	Meowstic-F.png
pm0741_00_00_00_big.png	Dedenne.png
pm0749_00_00_00_big.png	Bergmite.png
pm0751_00_00_00_big.png	Avalugg.png
pm0751_00_41_00_big.png	Avalugg-Hisui.png
pm0753_00_00_00_big.png	Fletchling.png
pm0754_00_00_00_big.png	Fletchinder.png
pm0755_00_00_00_big.png	Talonflame.png
pm0756_00_00_00_big.png	Clauncher.png
pm0757_00_00_00_big.png	Clawitzer.png
pm0760_00_00_00_big.png	Klefki.png
pm0761_00_00_00_big.png	Hawlucha.png
pm0762_00_00_00_big.png	Noivern.png
pm0763_00_00_00_big.png	Goomy.png
pm0764_00_00_00_big.png	Sliggoo.png
pm0764_00_41_00_big.png	Sliggoo-Hisui.png
pm0765_00_00_00_big.png	Goodra.png
pm0765_00_41_00_big.png	Goodra-Hisui.png
pm0766_00_00_00_big.png	Carbink.png
pm0767_00_00_00_big.png	Sylveon.png
pm0772_00_00_00_big.png	Diancie.png
pm0773_00_00_00_big.png	Volcanion.png
pm0774_11_00_00_big.png	Hoopa.png
pm0774_12_00_00_big.png	Hoopa-Unbound.png
pm0801_00_00_00_big.png	Mareanie.png
pm0802_00_00_00_big.png	Toxapex.png
pm0805_00_00_00_big.png	Salandit.png
pm0806_00_00_00_big.png	Salazzle.png
pm0807_00_00_00_big.png	Pikipek.png
pm0808_00_00_00_big.png	Trumbeak.png
pm0809_00_00_00_big.png	Toucannon.png
pm0810_00_00_00_big.png	Oranguru.png
pm0811_00_00_00_big.png	Komala.png
pm0812_00_00_00_big.png	Bounsweet.png
pm0813_00_00_00_big.png	Steenee.png
pm0814_00_00_00_big.png	Tsareena.png
pm0815_00_00_00_big.png	Passimian.png
pm0816_00_00_00_big.png	Jangmo-o.png
pm0817_00_00_00_big.png	Hakamo-o.png
pm0818_00_00_00_big.png	Kommo-o.png
pm0819_11_00_00_big.png	Mimikyu-Disguised.png
pm0819_12_00_00_big.png	Mimikyu-Busted.png
pm0822_00_00_00_big.png	Sandygast.png
pm0823_00_00_00_big.png	Palossand.png
pm0824_11_00_00_big.png	Minior-Meteor-Red.png
pm0824_11_00_01_big.png	Minior-Meteor-Orange.png
pm0824_11_00_02_big.png	Minior-Meteor-Yellow.png
pm0824_11_00_03_big.png	Minior-Meteor-Green.png
pm0824_11_00_04_big.png	Minior-Meteor-Blue.png
pm0824_11_00_05_big.png	Minior-Meteor-Indigo.png
pm0824_11_00_06_big.png	Minior-Meteor-Violet.png
pm0824_12_00_00_big.png	Minior-Core-Red.png
pm0824_12_00_01_big.png	Minior-Core-Orange.png
pm0824_12_00_02_big.png	Minior-Core-Yellow.png
pm0824_12_00_03_big.png	Minior-Core-Green.png
pm0824_12_00_04_big.png	Minior-Core-Blue.png
pm0824_12_00_05_big.png	Minior-Core-Indigo.png
pm0824_12_00_06_big.png	Minior-Core-Violet.png
pm0825_11_00_00_big.png	Oricorio.png
pm0825_12_00_00_big.png	Oricorio-Pom-Pom.png
pm0825_13_00_00_big.png	Oricorio-Pau.png
pm0825_14_00_00_big.png	Oricorio-Sensu.png
pm0826_00_00_00_big.png	Yungoos.png
pm0827_00_00_00_big.png	Gumshoos.png
pm0828_00_00_00_big.png	Rockruff.png
pm0829_11_00_00_big.png	Lycanroc.png
pm0829_12_00_00_big.png	Lycanroc-Midnight.png
pm0829_13_00_00_big.png	Lycanroc-Dusk.png
pm0834_00_00_00_big.png	Cutiefly.png
pm0835_00_00_00_big.png	Ribombee.png
pm0836_00_00_00_big.png	Grubbin.png
pm0837_00_00_00_big.png	Charjabug.png
pm0838_00_00_00_big.png	Vikavolt.png
pm0839_00_00_00_big.png	Mudbray.png
pm0840_00_00_00_big.png	Mudsdale.png
pm0841_00_00_00_big.png	Rowlet.png
pm0842_00_00_00_big.png	Dartrix.png
pm0843_00_00_00_big.png	Decidueye.png
pm0843_00_41_00_big.png	Decidueye-Hisui.png
pm0844_00_00_00_big.png	Litten.png
pm0845_00_00_00_big.png	Torracat.png
pm0846_00_00_00_big.png	Incineroar.png
pm0847_00_00_00_big.png	Popplio.png
pm0848_00_00_00_big.png	Brionne.png
pm0849_00_00_00_big.png	Primarina.png
pm0850_00_00_00_big.png	Dewpider.png
pm0851_00_00_00_big.png	Araquanid.png
pm0855_00_00_00_big.png	Bruxish.png
pm0859_00_00_00_big.png	Crabrawler.png
pm0860_00_00_00_big.png	Crabominable.png
pm0863_00_00_00_big.png	Comfey.png
pm0865_11_00_00_big.png	Necrozma.png
pm0865_12_00_00_big.png	Necrozma-Dusk-Mane.png
pm0865_13_00_00_big.png	Necrozma-Dawn-Wings.png
pm0868_00_00_00_big.png	Fomantis.png
pm0869_00_00_00_big.png	Lurantis.png
pm0871_00_00_00_big.png	Cosmog.png
pm0872_00_00_00_big.png	Cosmoem.png
pm0873_00_00_00_big.png	Solgaleo.png
pm0874_00_00_00_big.png	Lunala.png
pm0882_11_00_00_big.png	Magearna.png
pm0882_12_00_00_big.png	Magearna-Original.png
pm0903_00_00_00_big.png	Chewtle.png
pm0904_00_00_00_big.png	Drednaw.png
pm0909_00_00_00_big.png	Skwovet.png
pm0910_00_00_00_big.png	Greedent.png
pm0913_00_00_00_big.png	Arrokuda.png
pm0914_00_00_00_big.png	Barraskewda.png
pm0917_11_00_00_big.png	Cramorant.png
pm0917_12_00_00_big.png	Cramorant-Gulping.png
pm0917_13_00_00_big.png	Cramorant-Gorging.png
pm0918_00_00_00_big.png	Rookidee.png
pm0919_00_00_00_big.png	Corvisquire.png
pm0920_00_00_00_big.png	Corviknight.png
pm0921_00_00_00_big.png	Toxel.png
pm0922_11_00_00_big.png	Toxtricity.png
pm0922_12_00_00_big.png	Toxtricity-Low-Key.png
pm0923_00_00_00_big.png	Falinks.png
pm0924_00_00_00_big.png	Milcery.png
pm0925_11_00_00_big.png	Alcremie.png
pm0925_12_00_00_big.png	Alcremie-Ruby-Cream.png
pm0925_13_00_00_big.png	Alcremie-Matcha-Cream.png
pm0925_14_00_00_big.png	Alcremie-Mint-Cream.png
pm0925_15_00_00_big.png	Alcremie-Lemon-Cream.png
pm0925_16_00_00_big.png	Alcremie-Salted-Cream.png
pm0925_17_00_00_big.png	Alcremie-Ruby-Swirl.png
pm0925_18_00_00_big.png	Alcremie-Caramel-Swirl.png
pm0925_19_00_00_big.png	Alcremie-Rainbow-Swirl.png
pm0926_00_00_00_big.png	Cufant.png
pm0927_00_00_00_big.png	Copperajah.png
pm0929_00_00_00_big.png	Duraludon.png
pm0933_00_00_00_big.png	Rolycoly.png
pm0934_00_00_00_big.png	Carkol.png
pm0935_00_00_00_big.png	Coalossal.png
pm0936_00_00_00_big.png	Silicobra.png
pm0937_00_00_00_big.png	Sandaconda.png
pm0938_11_00_00_big.png	Zacian.png
pm0938_12_00_00_big.png	Zacian-Crowned.png
pm0939_11_00_00_big.png	Zamazenta.png
pm0939_12_00_00_big.png	Zamazenta-Crowned.png
pm0940_00_00_00_big.png	Eternatus-Eternamax.png
pm0941_11_00_00_big.png	Morpeko.png
pm0941_12_00_00_big.png	Morpeko-Hangry.png
pm0942_00_00_00_big.png	Indeedee.png
pm0942_01_00_00_big.png	Indeedee-F.png
pm0943_00_31_00_big.png	Perrserker.png
pm0944_00_00_00_big.png	Pincurchin.png
pm0945_00_00_00_big.png	Snom.png
pm0946_00_00_00_big.png	Frosmoth.png
pm0948_00_00_00_big.png	Grookey.png
pm0949_00_00_00_big.png	Thwackey.png
pm0950_00_00_00_big.png	Rillaboom.png
pm0951_00_00_00_big.png	Sobble.png
pm0952_00_00_00_big.png	Drizzile.png
pm0953_00_00_00_big.png	Inteleon.png
pm0954_00_00_00_big.png	Scorbunny.png
pm0955_00_00_00_big.png	Raboot.png
pm0956_00_00_00_big.png	Cinderace.png
pm0957_00_00_00_big.png	Impidimp.png
pm0958_00_00_00_big.png	Morgrem.png
pm0959_00_00_00_big.png	Grimmsnarl.png
pm0966_00_00_00_big.png	Applin.png
pm0967_00_00_00_big.png	Flapple.png
pm0968_00_00_00_big.png	Appletun.png
pm0969_00_00_00_big.png	Hatenna.png
pm0970_00_00_00_big.png	Hattrem.png
pm0971_00_00_00_big.png	Hatterene.png
pm0972_11_00_00_big.png	Sinistea-Phony.png
pm0972_12_00_00_big.png	Sinistea-Antique.png
pm0973_11_00_00_big.png	Polteageist-Phony.png
pm0973_12_00_00_big.png	Polteageist-Antique.png
pm0974_00_00_00_big.png	Stonjourner.png
pm0975_11_00_00_big.png	Eiscue.png
pm0975_12_00_00_big.png	Eiscue-Noice.png
pm0976_00_00_00_big.png	Dreepy.png
pm0977_00_00_00_big.png	Drakloak.png
pm0978_00_00_00_big.png	Dragapult.png
pm0982_00_00_00_big.png	Kubfu.png
pm0983_11_00_00_big.png	Urshifu-Single-Strike.png
pm0983_12_00_00_big.png	Urshifu-Rapid-Strike.png
pm0984_00_00_00_big.png	Glastrier.png
pm0985_00_00_00_big.png	Spectrier.png
pm0986_11_00_00_big.png	Calyrex.png
pm0986_12_00_00_big.png	Calyrex-Ice.png
pm0986_13_00_00_big.png	Calyrex-Shadow.png
pm0988_11_00_00_big.png	Zarude.png
pm0988_12_00_00_big.png	Zarude-Dada.png
pm0989_00_00_00_big.png	Regieleki.png
pm0990_00_00_00_big.png	Regidrago.png
pm1001_00_00_00_big.png	Wyrdeer.png
pm1002_00_00_00_big.png	Kleavor.png
pm1003_00_41_00_big.png	Sneasler.png
pm1004_11_00_00_big.png	Enamorus.png
pm1004_12_00_00_big.png	Enamorus-Therian.png
pm1005_00_41_00_big.png	Overqwil.png
pm1006_11_41_00_big.png	Basculegion.png
pm1006_12_41_00_big.png	Basculegion-F.png
pm1007_00_00_00_big.png	Ursaluna.png
pm1007_11_00_00_big.png	Ursaluna-Bloodmoon.png
pm1010_00_00_00_big.png	Sprigatito.png
pm1011_00_00_00_big.png	Floragato.png
pm1012_00_00_00_big.png	Meowscarada.png
pm1013_00_00_00_big.png	Fuecoco.png
pm1014_00_00_00_big.png	Crocalor.png
pm1015_00_00_00_big.png	Skeledirge.png
pm1016_00_00_00_big.png	Quaxly.png
pm1017_00_00_00_big.png	Quaxwell.png
pm1018_00_00_00_big.png	Quaquaval.png
pm1019_00_00_00_big.png	Lechonk.png
pm1020_00_00_00_big.png	Oinkologne.png
pm1020_01_00_00_big.png	Oinkologne-F.png
pm1021_11_00_00_big.png	Dudunsparce-Two-Segment.png
pm1021_12_00_00_big.png	Dudunsparce-Three-Segment.png
pm1022_00_00_00_big.png	Tarountula.png
pm1023_00_00_00_big.png	Spidops.png
pm1024_00_00_00_big.png	Nymble.png
pm1025_00_00_00_big.png	Lokix.png
pm1026_00_00_00_big.png	Rellor.png
pm1027_00_00_00_big.png	Rabsca.png
pm1028_00_00_00_big.png	Greavard.png
pm1029_00_00_00_big.png	Houndstone.png
pm1030_00_00_00_big.png	Flittle.png
pm1031_00_00_00_big.png	Espathra.png
pm1032_00_00_00_big.png	Farigiraf.png
pm1033_00_00_00_big.png	Wiglett.png
pm1034_00_00_00_big.png	Wugtrio.png
pm1035_00_00_00_big.png	Dondozo.png
pm1036_00_00_00_big.png	Veluza.png
pm1037_00_00_00_big.png	Finizen.png
pm1038_11_00_00_big.png	Palafin.png
pm1038_12_00_00_big.png	Palafin-Hero.png
pm1039_00_00_00_big.png	Smoliv.png
pm1040_00_00_00_big.png	Dolliv.png
pm1041_00_00_00_big.png	Arboliva.png
pm1042_00_00_00_big.png	Capsakid.png
pm1043_00_00_00_big.png	Scovillain.png
pm1044_00_00_00_big.png	Tadbulb.png
pm1045_00_00_00_big.png	Bellibolt.png
pm1046_00_00_00_big.png	Varoom.png
pm1047_00_00_00_big.png	Revavroom.png
pm1048_00_00_00_big.png	Orthworm.png
pm1049_00_00_00_big.png	Tandemaus.png
pm1050_11_00_00_big.png	Maushold.png
pm1050_12_00_00_big.png	Maushold-Four.png
pm1051_00_00_00_big.png	Cetoddle.png
pm1052_00_00_00_big.png	Cetitan.png
pm1053_00_00_00_big.png	Frigibax.png
pm1054_00_00_00_big.png	Arctibax.png
pm1055_00_00_00_big.png	Baxcalibur.png
pm1056_11_00_00_big.png	Tatsugiri.png
pm1056_12_00_00_big.png	Tatsugiri-Droopy.png
pm1056_13_00_00_big.png	Tatsugiri-Stretchy.png
pm1057_00_00_00_big.png	Cyclizar.png
pm1058_00_00_00_big.png	Pawmi.png
pm1059_00_00_00_big.png	Pawmo.png
pm1060_00_00_00_big.png	Pawmot.png
pm1061_00_00_00_big.png	Wattrel.png
pm1062_00_00_00_big.png	Kilowattrel.png
pm1063_00_00_00_big.png	Bombirdier.png
pm1064_11_00_00_big.png	Squawkabilly.png
pm1064_11_00_01_big.png	Squawkabilly-Blue.png
pm1064_11_00_02_big.png	Squawkabilly-Yellow.png
pm1064_11_00_03_big.png	Squawkabilly-White.png
pm1065_00_00_00_big.png	Flamigo.png
pm1066_00_00_00_big.png	Klawf.png
pm1067_00_00_00_big.png	Nacli.png
pm1068_00_00_00_big.png	Naclstack.png
pm1069_00_00_00_big.png	Garganacl.png
pm1070_00_00_00_big.png	Glimmet.png
pm1071_00_00_00_big.png	Glimmora.png
pm1072_00_00_00_big.png	Shroodle.png
pm1073_00_00_00_big.png	Grafaiai.png
pm1074_00_00_00_big.png	Fidough.png
pm1075_00_00_00_big.png	Dachsbun.png
pm1076_00_00_00_big.png	Maschiff.png
pm1077_00_00_00_big.png	Mabosstiff.png
pm1078_00_00_00_big.png	Bramblin.png
pm1079_00_00_00_big.png	Brambleghast.png
pm1080_11_00_00_big.png	Gimmighoul.png
pm1080_12_00_00_big.png	Gimmighoul-Roaming.png
pm1081_00_00_00_big.png	Gholdengo.png
pm1082_00_00_00_big.png	Great-Tusk.png
pm1083_00_00_00_big.png	Brute-Bonnet.png
pm1084_00_00_00_big.png	Walking-Wake.png
pm1085_00_00_00_big.png	Sandy-Shocks.png
pm1086_00_00_00_big.png	Scream-Tail.png
pm1087_00_00_00_big.png	Flutter-Mane.png
pm1088_00_00_00_big.png	Slither-Wing.png
pm1089_00_00_00_big.png	Roaring-Moon.png
pm1090_00_00_00_big.png	Iron-Treads.png
pm1091_00_00_00_big.png	Iron-Leaves.png
pm1092_00_00_00_big.png	Iron-Moth.png
pm1093_00_00_00_big.png	Iron-Hands.png
pm1094_00_00_00_big.png	Iron-Jugulis.png
pm1095_00_00_00_big.png	Iron-Thorns.png
pm1096_00_00_00_big.png	Iron-Bundle.png
pm1097_00_00_00_big.png	Iron-Valiant.png
pm1098_00_00_00_big.png	Ting-Lu.png
pm1099_00_00_00_big.png	Chien-Pao.png
pm1100_00_00_00_big.png	Wo-Chien.png
pm1101_00_00_00_big.png	Chi-Yu.png
pm1102_11_00_00_big.png	Koraidon.png
pm1102_12_00_00_big.png	Koraidon-Sprinting-Build.png
pm1103_11_00_00_big.png	Miraidon.png
pm1103_12_00_00_big.png	Miraidon-Drive-Mode.png
pm1104_00_00_00_big.png	Tinkatink.png
pm1105_00_00_00_big.png	Tinkatuff.png
pm1106_00_00_00_big.png	Tinkaton.png
pm1107_00_00_00_big.png	Charcadet.png
pm1108_00_00_00_big.png	Armarouge.png
pm1109_00_00_00_big.png	Ceruledge.png
pm1110_00_00_00_big.png	Toedscool.png
pm1111_00_00_00_big.png	Toedscruel.png
pm1112_00_00_00_big.png	Kingambit.png
pm1113_00_51_00_big.png	Clodsire.png
pm1114_00_00_00_big.png	Annihilape.png
pm1120_11_00_00_big.png	Ogerpon.png
pm1120_12_00_01_big.png	Ogerpon-Wellspring.png
pm1120_13_00_02_big.png	Ogerpon-Hearthflame.png
pm1120_14_00_03_big.png	Ogerpon-Cornerstone.png
pm1120_15_00_00_big.png	Ogerpon-Teal-Tera.png
pm1120_16_00_01_big.png	Ogerpon-Wellspring-Tera.png
pm1121_00_00_00_big.png	Dipplin.png
pm1122_00_00_00_big.png	Hydrapple.png
pm1123_00_00_00_big.png	Okidogi.png
pm1124_00_00_00_big.png	Munkidori.png
pm1125_00_00_00_big.png	Fezandipiti.png
pm1126_00_00_00_big.png	Gouging-Fire.png
pm1127_00_00_00_big.png	Raging-Bolt.png
pm1128_00_00_00_big.png	Iron-Crown.png
pm1129_00_00_00_big.png	Iron-Boulder.png
pm1130_11_00_00_big.png	Terapagos.png
pm1130_12_00_00_big.png	Terapagos-Terastal.png
pm1130_13_00_00_big.png	Terapagos-Stellar.png
pm1131_00_00_00_big.png	Pecharunt.png
pm1132_00_00_00_big.png	Archaludon.png
pm1133_11_00_00_big.png	Poltchageist-Counterfeit.png
pm1133_12_00_00_big.png	Poltchageist-Artisan.png
pm1134_11_00_00_big.png	Sinistcha-Unremarkable.png
pm1134_12_00_00_big.png	Sinistcha-Masterpiece.png
